object_id,Title,Date,Technique,Collection ID,Collection,Place,Tags,Copyright,Creator,URL
105,Building of the Central Train Station,1915,Postcards,19_pict,Taras Pinyazhko,Lviv,"Train station, square, electric tram, horsedrawn cariages, electric lamps","Unknown;ERES, Lwow;Taras Pinyazhko","Unknown;ERES, Lwow;Taras Pinyazhko",https://uma.lvivcenter.org/en/photos/105
106,Broadcasting Station of the Lviv Radio,1930-1939,Postcards,19_pict,Taras Pinyazhko,Lviv,"Radio station, Poninskoho Street, broadcasting tower","Unknown;Polish Radio, Lwow;Taras Pinyazhko","Unknown;Polish Radio, Lwow;Taras Pinyazhko",https://uma.lvivcenter.org/en/photos/106
107,T. Shevchenka Boulevard,1914-1915,Postcards,19_pict,Taras Pinyazhko,Lviv,"Akademichna Street, Trade and Industry Chamber, green area, flower-beds","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Taras Pinyazhko","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Taras Pinyazhko",https://uma.lvivcenter.org/en/photos/107
110,Halytska Square and Valova Street,1913,Postcards,19_pict,Taras Pinyazhko,Lviv,"Square, green area, Valova street, buidlings, kiosks, advertisement post, city flora","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Taras Pinyazhko","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Taras Pinyazhko",https://uma.lvivcenter.org/en/photos/110
111,Adam Mickiewicz Monument against the Background of a Multistory Building,1928,Photograph,3_pict,Lviv Historical Museum,Lviv,"Mickiewicz Square, the monument, a multistory building","Adam Lenkiewicz;Publishing House ""Centr Europy"", Lviv;Lviv Historical Museum","Adam Lenkiewicz;Publishing House ""Centr Europy"", Lviv;Lviv Historical Museum",https://uma.lvivcenter.org/en/photos/111
112,Chereshneva Street,1939,Photograph,19_pict,Taras Pinyazhko,Lviv,"Street, villas, gardens","Bronislaw Kupiec;Ksiaznica-Atlas, Lwow;Taras Pinyazhko","Bronislaw Kupiec;Ksiaznica-Atlas, Lwow;Taras Pinyazhko",https://uma.lvivcenter.org/en/photos/112
113,Ресторан в парку Кілінського,1934,Photograph,19_pict,Taras Pinyazhko,Lviv,,Unknown;Unpublished resources;Taras Pinyazhko,Unknown;Unpublished resources;Taras Pinyazhko,https://uma.lvivcenter.org/en/photos/113
114,State Archive of the Lviv Region,1890-1900,Photograph,10_pict,Ihor Kotlobulatov,Lviv,"Royal Arsenal, Pidvalna street",Unknown;Unknown;Ihor Kotlobulatov,Unknown;Unknown;Ihor Kotlobulatov,https://uma.lvivcenter.org/en/photos/114
120,The monument to Agenor Gołuchowski,1921-1944,Photograph,10_pict,Ihor Kotlobulatov,Lviv,"Monument, municipal (Jesuit) park, 3rd of May street",Ihor Kotlobulatov,Ihor Kotlobulatov,https://uma.lvivcenter.org/en/photos/120
121,Svobody Boulevard,"1914-1915, First World War",Photograph,8_pict,"Library of Congress Prints and Photographs Division Washington, D.C.",Lviv,"Hetmanski Waly, hourses, people on the streets, Opera Theatre","Unknown;Biblioteka Konhresu SSHA, Vashynhton;Library of Congress, Washington","Unknown;Biblioteka Konhresu SSHA, Vashynhton;Library of Congress, Washington",https://uma.lvivcenter.org/en/photos/121
122,Russian Prisoners in Lemberg,1914-1918,Photograph,8_pict,"Library of Congress Prints and Photographs Division Washington, D.C.",Lviv,"Russians, prisoners, people on the streets","Unknown;Unknown;Library of Congress, Washington","Unknown;Unknown;Library of Congress, Washington",https://uma.lvivcenter.org/en/photos/122
123,Perspective of the Northern Side of Shevchenka Boulevard,1914-1915,Postcards,19_pict,Taras Pinyazhko,Lviv,"Akademichna Street, green area, horsedrawn carriages. Trade and Industry Chamber.","Unknown;Tecza, Lwow;Taras Pinyazhko","Unknown;Tecza, Lwow;Taras Pinyazhko",https://uma.lvivcenter.org/en/photos/123
124,Halytska Square with Part of Valova St.,1916,Postcards,19_pict,Taras Pinyazhko,Lviv,"Square, street, green area, buildings, tram tracks, horsedrawn transport, passersby","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Taras Pinyazhko","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Taras Pinyazhko",https://uma.lvivcenter.org/en/photos/124
125,Driveup to the Railway Station,1915-1917,Postcards,19_pict,Taras Pinyazhko,Lviv,"Alley, buildings, railway station, horseman, people, gaslight","Unknown;Dawid Grund, Lwow;Taras Pinyazhko","Unknown;Dawid Grund, Lwow;Taras Pinyazhko",https://uma.lvivcenter.org/en/photos/125
126,The Road Accident,Interwar years (1918-1939),Photographic plate,72_pict,Oleksandr Korobov,Lviv,"accidents, cars, people, people on streets",Марек Мюнц;Unknown;Oleksandr Korobov,Марек Мюнц;Unknown;Oleksandr Korobov,https://uma.lvivcenter.org/en/photos/126
127,The photo portrait of Ukrainian peasant wearing Austrian military uniform,"1914-1918, First World War",Photograph,16_pict,Roman Zakhariy,Berezhany,"soldier, portrait",Unknown;Unknown;Roman Zakhariy,Unknown;Unknown;Roman Zakhariy,https://uma.lvivcenter.org/en/photos/127
128,Destroyed Train Station,1941,Photography (film),110_pict,Dietrich Demmer,Lviv,"street, people, train station, railway, ruins, army, soldier, weapon",Wilhelm Demmer;Unpublished resources;Dietrich Demmer,Wilhelm Demmer;Unpublished resources;Dietrich Demmer,https://uma.lvivcenter.org/en/photos/128
147,Building in Ivan Franko Park,1900,Photograph,3_pict,Lviv Historical Museum,Lviv,"Restaurant in City park, people, street lamps, open-air cafe","Unknown;Publishing House ""Centr Europy"", Lviv;Lviv Historical Museum","Unknown;Publishing House ""Centr Europy"", Lviv;Lviv Historical Museum",https://uma.lvivcenter.org/en/photos/147
148,Main Entrance to Ivan Franko Park,1916,Postcards,19_pict,Taras Pinyazhko,Lviv,"Entrance to city park, people, vase, trees","Unknown;The Art Gallery of Polish Artists Publishing House, Lwow;Taras Pinyazhko","Unknown;The Art Gallery of Polish Artists Publishing House, Lwow;Taras Pinyazhko",https://uma.lvivcenter.org/en/photos/148
149,View of Ivan Franko Park,1914-1915,Postcards,19_pict,Taras Pinyazhko,Lviv,"View of city park, central flower-bed, vase, St. George Church","Unknown;Arnold &amp; Schlag, Lwow;Taras Pinyazhko","Unknown;Arnold &amp; Schlag, Lwow;Taras Pinyazhko",https://uma.lvivcenter.org/en/photos/149
150,Svobody Boulevard,1941-1944,Photograph,19_pict,Taras Pinyazhko,Lviv,"Wały Hetmańskie, flower-bed, building No. 6-7 in Marjacki Sq.",Unknown;Unknown;Taras Pinyazhko,Unknown;Unknown;Taras Pinyazhko,https://uma.lvivcenter.org/en/photos/150
151,Фонтан з фігурою Амфітрити,1941-1944,Photograph,19_pict,Taras Pinyazhko,Lviv,,Unknown;Unknown;Taras Pinyazhko,Unknown;Unknown;Taras Pinyazhko,https://uma.lvivcenter.org/en/photos/151
152,Railway station,1941-1944,Photograph,19_pict,Taras Pinyazhko,Lviv,"Railway, railway station, platform, ceiling",Unknown;Unknown;Taras Pinyazhko,Unknown;Unknown;Taras Pinyazhko,https://uma.lvivcenter.org/en/photos/152
153,Panorama of Lviv,1941-1944,Photograph,19_pict,Taras Pinyazhko,Lviv,Battle scene,Wojcech Kossak;Unknown;Taras Pinyazhko,Wojcech Kossak;Unknown;Taras Pinyazhko,https://uma.lvivcenter.org/en/photos/153
154,Monument of Glory,1934-1944,Photograph,19_pict,Taras Pinyazhko,Lviv,"Monument of Glory, colonnade, sculptures of lions, the chapel",Unknown;Unknown;Taras Pinyazhko,Unknown;Unknown;Taras Pinyazhko,https://uma.lvivcenter.org/en/photos/154
155,Mariiska Square,1941-1944,Photograph,19_pict,Taras Pinyazhko,Lviv,"Mariacka Square, fountain with Virgin MaryStatue, buildings, tram, passers-by, military man",Unknown;Unknown;Taras Pinyazhko,Unknown;Unknown;Taras Pinyazhko,https://uma.lvivcenter.org/en/photos/155
156,Monument to Adam Mickiewicz,1941-1944,Photograph,19_pict,Taras Pinyazhko,Lviv,"Mariacka Square, the Adam Mickiewicz monument, stone building No. 10 (of the Levycki family)",Unknown;Unknown;Taras Pinyazhko,Unknown;Unknown;Taras Pinyazhko,https://uma.lvivcenter.org/en/photos/156
158,Опера,,Photograph,19_pict,Taras Pinyazhko,Lviv,,Unknown;Unknown;Taras Pinyazhko,Unknown;Unknown;Taras Pinyazhko,https://uma.lvivcenter.org/en/photos/158
159,Polytechnics,1941-1944,Photograph,19_pict,Taras Pinyazhko,Lviv,"Polytechnics, street, park",Unknown;Unknown;Taras Pinyazhko,Unknown;Unknown;Taras Pinyazhko,https://uma.lvivcenter.org/en/photos/159
160,City Hall Tower,1941-1944,Photograph,19_pict,Taras Pinyazhko,Lviv,"City Hall, tower",Unknown;Unknown;Taras Pinyazhko,Unknown;Unknown;Taras Pinyazhko,https://uma.lvivcenter.org/en/photos/160
161,Rynok Square,1941-1944,Photograph,19_pict,Taras Pinyazhko,Lviv,"Rynok, buildings, fountains, passersby",Unknown;Unknown;Taras Pinyazhko,Unknown;Unknown;Taras Pinyazhko,https://uma.lvivcenter.org/en/photos/161
162,St. George Cathedral,1941-1944,Postcards,19_pict,Taras Pinyazhko,Lviv,"Church, buildings, park",Unknown;Unknown;Taras Pinyazhko,Unknown;Unknown;Taras Pinyazhko,https://uma.lvivcenter.org/en/photos/162
163,Monument to King Jan III Sobieski,1941-1944,Photograph,19_pict,Taras Pinyazhko,Lviv,"Monument, Św. Ducha square, theater, passersby",Unknown;Unknown;Taras Pinyazhko,Unknown;Unknown;Taras Pinyazhko,https://uma.lvivcenter.org/en/photos/163
164,Стрийський парк,,Photograph,2_pict,Center for Urban History of East Central Europe,Lviv,,Unknown;Unknown;Taras Pinyazhko,Unknown;Unknown;Taras Pinyazhko,https://uma.lvivcenter.org/en/photos/164
165,"Fountain ""Svitezyanka""",1941-1944,Other Fine Prints,2_pict,Center for Urban History of East Central Europe,Lviv,"Fountain, City Savings office, Latin Cathedral",Unknown;Unknown;Taras Pinyazhko,Unknown;Unknown;Taras Pinyazhko,https://uma.lvivcenter.org/en/photos/165
166,Panorama of the City,1941-1944,Photograph,19_pict,Taras Pinyazhko,Lviv,"Panorama of the city, church domes, City Hall Tower",Unknown;Unknown;Taras Pinyazhko,Unknown;Unknown;Taras Pinyazhko,https://uma.lvivcenter.org/en/photos/166
167,University,1941-1944,Photograph,19_pict,Taras Pinyazhko,Lviv,"University, park, trees",Unknown;Unknown;Taras Pinyazhko,Unknown;Unknown;Taras Pinyazhko,https://uma.lvivcenter.org/en/photos/167
169,Церква Св. Андрія Апостола,1927-1930,Postcards,19_pict,Taras Pinyazhko,Lviv,,"Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Taras Pinyazhko","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Taras Pinyazhko",https://uma.lvivcenter.org/en/photos/169
170,View of Soborna Square,1932-1933,Postcards,19_pict,Taras Pinyazhko,Lviv,"Bernardyński Sq., belfry of the Bernardine Church, green area, Kornyakt tower, City Hall tower, Latin Cathedral tower, Bernardine Church tower","Unknown;Polonia, Krakow;Taras Pinyazhko","Unknown;Polonia, Krakow;Taras Pinyazhko",https://uma.lvivcenter.org/en/photos/170
171,Assumption Church,1932-1938,Postcards,19_pict,Taras Pinyazhko,Lviv,"Church, German Gymnasium","Stanislaw Tondos;Publishing House ""Ruch"", Lwow;Taras Pinyazhko","Stanislaw Tondos;Publishing House ""Ruch"", Lwow;Taras Pinyazhko",https://uma.lvivcenter.org/en/photos/171
172,Study Building of Lviv Polytechnical University,1915,Postcards,19_pict,Taras Pinyazhko,Lviv,"Sacre coeur monastery, green area","Unknown;Szyjkowski, Lwow;Taras Pinyazhko","Unknown;Szyjkowski, Lwow;Taras Pinyazhko",https://uma.lvivcenter.org/en/photos/172
173,Вівтар Серця Ісусова,,Postcards,19_pict,Taras Pinyazhko,Lviv,,"Wladyslaw Benesz;Printing House of St. Wojcieh, Poznan;Taras Pinyazhko","Wladyslaw Benesz;Printing House of St. Wojcieh, Poznan;Taras Pinyazhko",https://uma.lvivcenter.org/en/photos/173
179,Watercolor of Św.Ducha Square,1899-1902,Postcards,5_pict,Museum of Ancient Ukrainian Book Art LAG,Lviv,"Św.Ducha Square, church, city hall tower, tower of Latin Cathedral, tram","Stanislaw Tondos;The Art Gallery of Polish Artists Publishing House, Krakow;Museum of Ancient Handwritten Ukrainian Book Art LAG","Stanislaw Tondos;The Art Gallery of Polish Artists Publishing House, Krakow;Museum of Ancient Handwritten Ukrainian Book Art LAG",https://uma.lvivcenter.org/en/photos/179
180,Nighttime View of the Opera,1910,Postcards,5_pict,Museum of Ancient Ukrainian Book Art LAG,Lviv,"City Theatre, passersby, night view","Odo Dobrowolski;Leon Propst, Lwow;Museum of Ancient Handwritten Ukrainian Book Art LAG","Odo Dobrowolski;Leon Propst, Lwow;Museum of Ancient Handwritten Ukrainian Book Art LAG",https://uma.lvivcenter.org/en/photos/180
181,3 May Street,1918,Postcards,5_pict,Museum of Ancient Ukrainian Book Art LAG,Lviv,"3 May Street, passersby, automobile","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Museum of Ancient Handwritten Ukrainian Book Art LAG","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Museum of Ancient Handwritten Ukrainian Book Art LAG",https://uma.lvivcenter.org/en/photos/181
182,Arts and Crafts Museum,1905-1909,Postcards,5_pict,Museum of Ancient Ukrainian Book Art LAG,Lviv,"Arts and Crafts Museum, passersby, advertisement","Unknown;Jan Bromilski, Lwow;Museum of Ancient Handwritten Ukrainian Book Art LAG","Unknown;Jan Bromilski, Lwow;Museum of Ancient Handwritten Ukrainian Book Art LAG",https://uma.lvivcenter.org/en/photos/182
183,Syktuska str.,1917,Postcards,5_pict,Museum of Ancient Ukrainian Book Art LAG,Lviv,"Syktuska str, passersby, tram","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Museum of Ancient Handwritten Ukrainian Book Art LAG","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Museum of Ancient Handwritten Ukrainian Book Art LAG",https://uma.lvivcenter.org/en/photos/183
184,Hetmanski waly boulevard,Interwar Years (1918-1939),Postcards,5_pict,Museum of Ancient Ukrainian Book Art LAG,Lviv,"former Hetmanski waly boulevard., passersby, cyclist","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Museum of Ancient Handwritten Ukrainian Book Art LAG","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Museum of Ancient Handwritten Ukrainian Book Art LAG",https://uma.lvivcenter.org/en/photos/184
185,View on Hetmanska street,1918,Postcards,5_pict,Museum of Ancient Ukrainian Book Art LAG,Lviv,"View on former Hetmanska street, Museum of Crafts, Church of Transfiguration","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Museum of Ancient Handwritten Ukrainian Book Art LAG","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Museum of Ancient Handwritten Ukrainian Book Art LAG",https://uma.lvivcenter.org/en/photos/185
186,Karla Ludwika str.,1914-1915,Postcards,5_pict,Museum of Ancient Ukrainian Book Art LAG,Lviv,"former Karla Ludwika str., Galicia Savings Bank, branch of Prague Credit Bank","Unknown;Aрнольд і Шлaг, Львів;Museum of Ancient Handwritten Ukrainian Book Art LAG","Unknown;Aрнольд і Шлaг, Львів;Museum of Ancient Handwritten Ukrainian Book Art LAG",https://uma.lvivcenter.org/en/photos/186
187,Akademichna street,1917,Postcards,5_pict,Museum of Ancient Ukrainian Book Art LAG,Lviv,"Akademichna street, building of the Chamber of Commerce and Industry, buildings","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Museum of Ancient Handwritten Ukrainian Book Art LAG","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Museum of Ancient Handwritten Ukrainian Book Art LAG",https://uma.lvivcenter.org/en/photos/187
188,"Marjacka Square, Sprecher House",Interwar Years (1921-1939),Postcards,5_pict,Museum of Ancient Ukrainian Book Art LAG,Lviv,"Marjacka Square, Sprecher House, street lamps, passersby","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Museum of Ancient Handwritten Ukrainian Book Art LAG","Unknown;The Art Gallery of Polish Artists Publishing House, Krakow;Museum of Ancient Handwritten Ukrainian Book Art LAG",https://uma.lvivcenter.org/en/photos/188
189,Horsedrawn Tram in Krakivska Square,1904-1905,Postcards,5_pict,Museum of Ancient Ukrainian Book Art LAG,Lviv,"Krakivska Square, horsedrawn tram, cabs, carts, passersby, market","Unknown;S.W. Niemojowski, Lwow;Museum of Ancient Handwritten Ukrainian Book Art LAG","Unknown;S.W. Niemojowski, Lwow;Museum of Ancient Handwritten Ukrainian Book Art LAG",https://uma.lvivcenter.org/en/photos/189
